assets_concerned,asset_type,voltage_kv_raw,daily_restoring_raw,reason,source_file,start_datetime,stop_datetime,voltage_kv,daily_restoring,duration_hours
Linea 505 Savignano Irpino- Savignano RT,LIN,150 kV,N,Altri investimenti,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-04-30,150.0,False,3840.0
Linea 505 Savignano Irpino- Savignano RT,LIN,150 kV,N,Altri investimenti,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-05-31,150.0,False,4584.0
Linea 505 Savignano Irpino- Savignano RT,LIN,150 kV,N,Altri investimenti,20260605-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-06-05,150.0,False,4704.0
SSE Savignano RT - stl 505 CP Savignano,STL,150 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-03-31,150.0,False,3120.0
SSE Savignano RT - stl 505 CP Savignano,STL,150 kV,N,Sostituzione Apparecchiature AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-04-30,150.0,False,3840.0
SSE Savignano RT - stl 505 CP Savignano,STL,150 kV,N,Sostituzione Apparecchiature AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-05-31,150.0,False,4584.0
SSE Savignano RT - stl 505 CP Savignano,STL,150 kV,N,Sostituzione Apparecchiature AT,20260605-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-21,2026-06-05,150.0,False,4704.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Sostituzione Apparecchiature AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-23,2026-03-31,132.0,False,3072.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Sostituzione Apparecchiature AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-23,2026-05-31,132.0,False,4536.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Sostituzione Apparecchiature AT,20260522-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-23,2026-06-19,132.0,False,4992.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Sostituzione Apparecchiature AT,20260626-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-23,2026-06-30,132.0,False,5256.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Guasto,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-24,2026-03-20,220.0,False,2784.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Guasto,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-24,2026-03-31,220.0,False,3048.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Guasto,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-24,2026-04-01,220.0,False,3072.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Guasto,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-24,2026-04-03,220.0,False,3120.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Richiesto da APG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-25,2026-03-20,220.0,False,2760.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Richiesto da APG,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-25,2026-03-31,220.0,False,3024.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Richiesto da APG,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-25,2026-04-01,220.0,False,3048.0
L.200 SE Glorenza - SE Nauders,LIN,220 kV,N,Richiesto da APG,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-25,2026-04-03,220.0,False,3096.0
S/E Matera - stl AAA Compens. Sin. 1,STL,400 kV,N,Guasto,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-11-29,2026-07-31,400.0,False,5856.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Riparazione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-04,2026-03-31,132.0,False,2808.0
S/E R.Canala -ATR 301 380/132kV 250MVA,ATR,132 kV,N,Riparazione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-04,2026-05-31,132.0,False,4272.0
S/E Novi RT - stl G27 Arquata S. RT,STL,132 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-08,2026-04-20,132.0,False,3192.0
Linea 342 Montalto C.Le - Montalto S/E 2,LIN,400 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-12,2026-05-31,400.0,False,4080.0
S/E Montalto - stl 342 Montalto C.le 2,STL,400 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-12,2026-05-31,400.0,False,4080.0
S/E Montalto - stl 342 Montalto C.le 2,STL,400 kV,N,Interferenza Linea,20260605-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-12,2026-06-19,400.0,False,4536.0
S/E Montalto - stl 342 Montalto C.le 2,STL,400 kV,N,Interferenza Linea,20260626-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-12,2026-06-28,400.0,False,4752.0
S/E Moncalieri - stl 243 Casanova,STL,220 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-13,2026-04-30,220.0,False,3312.0
S/E Moncalieri - stl 243 Casanova,STL,220 kV,N,Altre di manutenzioni,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-13,2026-03-23,220.0,False,2400.0
S/E Turbigo - ATR 2 380/132 kV,ATR,132 kV,N,Guasto,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-19,2026-03-31,132.0,False,2448.0
S/E Turbigo - ATR 2 380/132 kV,ATR,132 kV,N,Guasto,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-19,2026-04-30,132.0,False,3168.0
S/E Turbigo - ATR 2 380/132 kV,ATR,132 kV,N,Guasto,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-19,2026-07-31,132.0,False,5376.0
S/E Turbigo - ATR 2 380/132 kV,ATR,132 kV,N,Guasto,20260619-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-19,2026-12-31,132.0,False,9048.0
SACOI (204) S.Teresa di Gall.-Bonifacio,LIN,220 kV,N,Guasto,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-24,2026-06-30,220.0,False,4512.0
SACOI (204) S.Teresa di Gall.-Bonifacio,LIN,220 kV,N,Guasto,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-24,2026-10-31,220.0,False,7464.0
Linea 343  Monfalcone - Redipuglia,LIN,400 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2025-12-31,2026-11-30,400.0,False,8016.0
Linea 341 Portotorres 1 - Codrongianos,LIN,150 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-03-27,150.0,False,1896.0
Linea 341 Portotorres 1 - Codrongianos,LIN,150 kV,N,Altre di sviluppo,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-04-02,150.0,False,2040.0
Linea 341 Portotorres 1 - Codrongianos,LIN,150 kV,N,Altre di sviluppo,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-04-10,150.0,False,2232.0
S/E Codrongianos - stl 341 Portotorres 1,STL,150 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-03-27,150.0,False,1896.0
S/E Codrongianos - stl 341 Portotorres 1,STL,150 kV,N,Altre di sviluppo,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-04-02,150.0,False,2040.0
S/E Codrongianos - stl 341 Portotorres 1,STL,150 kV,N,Altre di sviluppo,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-07,2026-04-10,150.0,False,2232.0
L718 Cefalù RT-S.Stefano di Camastra RT,LIN,150 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-13,150.0,False,1512.0
L718 Cefalù RT-S.Stefano di Camastra RT,LIN,150 kV,N,Altre di Manutenzione,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-31,150.0,False,1944.0
L718 Cefalù RT-S.Stefano di Camastra RT,LIN,150 kV,N,Altre di Manutenzione,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-04-10,150.0,False,2184.0
Linea 150 kV - S. STEFANO - S. STEFANO F.S.,LIN,150 kV,N,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-13,150.0,False,1512.0
Linea 150 kV - S. STEFANO - S. STEFANO F.S.,LIN,150 kV,N,Interferenza Lavori,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-31,150.0,False,1944.0
Linea 150 kV - S. STEFANO - S. STEFANO F.S.,LIN,150 kV,N,Interferenza Lavori,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-04-10,150.0,False,2184.0
S.STEFANO FS Stl 150 kV  S.STEF.C.,STL,150 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-13,150.0,False,1512.0
S/E S.Stefano Camastra -stl718 Cefalù RT,STL,150 kV,N,Rinnovo Stallo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-13,150.0,False,1512.0
S/E S.Stefano Camastra -stl718 Cefalù RT,STL,150 kV,N,Rinnovo Stallo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-03-31,150.0,False,1944.0
S/E S.Stefano Camastra -stl718 Cefalù RT,STL,150 kV,N,Rinnovo Stallo,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-09,2026-04-10,150.0,False,2184.0
CP BONDENO - STALLO AT FIE 727,STL,132 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-11,2026-04-04,132.0,False,1992.0
CP BONDENO - STALLO AT FIE 727,STL,132 kV,N,Altre di rinnovo,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-11,2026-05-01,132.0,False,2640.0
S/E Dugale-Condens.132kV-54MVAR - sez.1°,RIF,132 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-12,2026-03-27,132.0,False,1776.0
S/E Dugale-Condens.132kV-54MVAR - sez.1°,RIF,132 kV,N,Altre di rinnovo,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-12,2026-04-30,132.0,False,2592.0
S/E Dugale-Condens.132kV-54MVAR - sez.1°,RIF,132 kV,N,Altre di rinnovo,20260508-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-12,2026-05-08,132.0,False,2784.0
S/E Dugale-Condens.132kV-54MVAR - sez.1°,RIF,132 kV,N,Altre di rinnovo,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-12,2026-05-29,132.0,False,3288.0
S/E Dugale-Condens.132kV-54MVAR - sez.1°,RIF,132 kV,N,Altre di rinnovo,20260529-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-12,2026-06-30,132.0,False,4056.0
Linea 886 S/E Alanno - C.le Alanno 1,LIN,150 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-13,2026-03-20,150.0,False,1584.0
Linea 887 S/E Alanno - C.le Alanno 2,LIN,150 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-13,2026-03-20,150.0,False,1584.0
Linea 022 Trento RT - Ala RT,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-16,2026-03-20,132.0,False,1512.0
S/E Codro - stl 095 Codro Sincrono 3,STL,400 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-19,2026-03-27,400.0,False,1608.0
S/E Codro - stl 095 Codro Sincrono 3,STL,400 kV,N,Altre di rinnovo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-19,2026-04-03,400.0,False,1776.0
S/E Partinico Sincro -Compensatore ICS,SYN,15 kV,N,Controlli Tecnici Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-19,2026-03-07,15.0,False,1128.0
Linea 155 Caracoli - Termini Gr.3,LIN,150 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-22,2026-09-30,150.0,False,6024.0
Linea 900 Pietramala - Querceto CP,LIN,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-24,2026-03-31,132.0,False,1584.0
L 186 Cp Casalpusterlengo-Cp Pizzighetto,LIN,132 kV,N,Altre di sviluppo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-26,2026-03-16,132.0,False,1176.0
L 186 Cp Casalpusterlengo-Cp Pizzighetto,LIN,132 kV,N,Altre di sviluppo,20260320-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-26,2026-03-31,132.0,False,1536.0
L021 Nicotera RT-Favazzina RT cd Palmi,LIN,70 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-26,2026-03-31,70.0,False,1536.0
Linea 211 SE Ricevitrice Sud -CP Mugello,LIN,220 kV,N,Interferenza Lavori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-28,2026-04-04,220.0,False,1584.0
Linea 211 SE Ricevitrice Sud -CP Mugello,LIN,220 kV,N,Interferenza Lavori,20260410-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-28,2026-04-30,220.0,False,2208.0
L.029F SE Desenzano RT - SE Peschiera RT,LIN,132 kV,N,Interferenza Linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-01-29,2026-12-31,132.0,False,8064.0
Linea 617 Pianico - Trescore B.,LIN,132 kV,N,Sostituzione FdG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-03-09,132.0,False,840.0
S/E Azotati -ATR204 220/132kV 150MVA,ATR,132 kV,N,Sostituzione Apparecchiatura AT,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-04-24,132.0,False,1944.0
S/E Azotati -ATR204 220/132kV 150MVA,ATR,132 kV,N,Sostituzione Apparecchiatura AT,20260403-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-04-30,132.0,False,2088.0
S/E Azotati -ATR204 220/132kV 150MVA,ATR,132 kV,N,Sostituzione Apparecchiatura AT,20260501-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-05-15,132.0,False,2448.0
S/E Azotati -ATR204 220/132kV 150MVA,ATR,132 kV,N,Sostituzione Apparecchiatura AT,20260515-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-05-23,132.0,False,2640.0
S/E Cislago - ATR 2 220/130 kV,ATR,132 kV,N,Sostituzione SA/SG,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-03-13,132.0,False,936.0
S/E Patria - ATR 1 380/220,ATR,220 kV,N,Altre di rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-03-20,220.0,False,1104.0
STC_ST_514,STL,132 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-02,2026-04-07,132.0,False,1536.0
Linea 066 Turbigo-Tornavento cd varie,LIN,132 kV,N,Altre di Rinnovo,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-03,2026-03-12,132.0,False,888.0
Linea 066 Turbigo-Tornavento cd varie,LIN,132 kV,N,Altre di Rinnovo,20260313-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-03,2026-03-18,132.0,False,1032.0
Linea 290 Borgo Valsugana - Lavis,LIN,220 kV,N,Sostituzione Conduttori,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-04,2026-03-29,220.0,False,1272.0
Linea 290 Borgo Valsugana - Lavis,LIN,220 kV,N,Sostituzione Conduttori,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-04,2026-03-27,220.0,False,1224.0
Linea 514 St. Clair - Chatillon,LIN,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-05,2026-04-07,132.0,False,1464.0
S/E Baggio - stl 881 Ut Jacobs 1,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-06,2026-12-30,132.0,False,7848.0
S/E Baggio - stl 882 Ut Jacobs 2,STL,132 kV,N,Altre di manutenzioni,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-06,2026-12-30,132.0,False,7848.0
Linea 207 Sorgente - Misterbianco 1,LIN,220 kV,N,Potenziamento linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-30,220.0,False,1176.0
Linea 207 Sorgente - Misterbianco 1,LIN,220 kV,N,Potenziamento linea,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-31,220.0,False,1200.0
Linea 208 Sorgente - Misterbianco 2,LIN,220 kV,N,Potenziamento linea,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-30,220.0,False,1176.0
Linea 208 Sorgente - Misterbianco 2,LIN,220 kV,N,Potenziamento linea,20260327-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-31,220.0,False,1200.0
Linea 210 Valpelline - Leynì,LIN,220 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-13,220.0,False,768.0
Linea 215 Montjovet - Leynì,LIN,220 kV,N,Altre di Manutenzione,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-13,220.0,False,768.0
Linea 305 Vellai - Feltre ZI,LIN,132 kV,N,Guasto,20260306-4_2_2a - Planned outages in the transmission grid and on interconnections.xlsx,2026-02-09,2026-03-27,132.0,False,1104.0
